-0.374903 0.1498576 0.17334399 -0.19188641 -0.07547361 0.29602405 0.15135561 0.16637878 -0.1582198 0.071706705 -0.08450802 -0.05006725 0.18480627 0.06968837 0.05672142 -0.2043821 -0.09451327 0.2474573 0.18295856 -0.44785374 0.0039880825 -0.072213866 0.33581847 -0.03853003 0.255509 0.16908748 -0.44628283 -0.08828229 0.102501094 0.023391338 -0.02799585 -0.13266738 -0.011068785 -0.14696808 -0.082361944 0.2573959 0.084345534 -0.24026798 0.17377326 -0.1548017 0.2843193 -0.028551307 0.3534061 0.10100502 0.009185418 -0.20420627 -0.3678045 0.04579166 -0.16574502 -0.024834298 0.1279064 0.43482673 -0.42312726 -0.24440582 0.4066865 0.017249016 0.059450336 -0.16007596 -0.011420564 -0.38775906 0.09532242 0.10766169 0.33272308 0.47302434 0.13778418 0.11288827 -0.48069394 -0.19131221 0.21843746 0.16256215 -0.30376512 -0.022287028 0.012495928 0.23139961 -0.22133227 -0.20628747 0.2055284 0.10185057 0.09386149 -0.084313005 -0.026149796 0.47012478 0.03784026 -0.18889485 -0.15489657 -0.13359486 -0.18283309 0.3460103 0.06481088 -0.07806014 0.4084552 0.10386164 0.4824485 -0.14578061 0.29738343 -0.15413842 0.07635747 0.14281468 0.031233154 0.22198199 0.09364519 0.33497375 0.33190292 -0.17642257 0.09119971 0.39993083 -0.4685648 -0.15870556 -0.117168576 0.013061258 0.024072582 0.15719089 -0.16786432 -0.13253155 -0.46858695 -0.19451074 -0.25111717 -0.11478925 0.019209845 -0.19320919 -0.029152758 0.3654881 0.10554309 -0.02217342 -0.28220102 -0.18662336 0.15355413 -0.12517928 -0.18440393 -0.09348953 0.176763 0.07791377 0.08489306 -0.46631688 -0.17137212 0.24993424 -0.43396112 -0.1080368 0.043911535 0.052133292 -0.49812478 0.25993928 -0.35366255 0.1393524 0.26105186 0.00881731 0.054861374 -0.53852135 -0.071139544 0.42371348 -0.45608893 -0.4590462 -0.40578791 0.1502746 -0.13265409 0.2762661 -0.41705593 -0.1550547 0.3429889 0.10806188 -0.5078044 -0.15368685 0.4577089 0.0788659 0.2387035 0.03849338 -0.13810085 -0.10577808 -0.21857399 0.14069675 0.14185037 0.48043317 0.4168898 -0.21460271 -0.37076375 0.25557587 0.11800875 -0.021840919 0.35710797 -0.40874153 0.4209515 -0.18463753 0.38531813 0.003476149 -0.24837801 -0.02692296 -0.6541946 -0.38531274 -0.30379307 -0.018367376 0.1261977 0.025012856 0.107696444 -0.035701353 0.35434356 0.1920589 -0.12842171 0.63068855 -0.46699312 -0.3809119	PREAMBLE
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	NONE
0.11695348 0.311984 -0.069416754 0.005188987 0.49231428 -0.22390927 -0.4758791 -0.35161468 0.49458763 0.12731932 -0.15989289 0.13477643 -0.2670012 0.046128817 -0.04536921 0.24167581 -0.05801997 -0.2552106 -0.33875388 0.2951627 -0.09838655 0.21718356 -0.24975204 -0.071882345 -0.01646451 -0.22634237 0.28902864 0.059165895 -0.05700675 0.29993716 0.27686155 -0.25990796 -0.062238354 -0.14912018 0.054497562 0.06779523 -0.097206704 0.124121696 0.14281622 0.18144847 0.20803924 0.04611223 -0.4009119 0.27814773 -0.30931735 -0.101952195 -0.17479973 0.33372012 -0.22774488 0.1979626 -0.22987543 0.091128625 -0.03234013 -0.20714992 -0.12689969 -0.2836024 -0.12863293 -0.0359664 -0.16420588 0.0748849 -0.051243912 0.15161967 -0.10975027 0.18975458 -0.04455871 -0.044863243 -0.03491632 -0.04547491 -0.21746366 0.057397168 0.040910177 0.08009788 -0.21445318 -0.09839089 0.038422257 -0.080794744 0.2720806 0.20168583 -0.021666689 -0.4463317 -0.10626039 0.29841682 0.38085642 -0.58052355 -0.016833453 0.18329224 0.07007642 -0.0064733974 -0.17444111 -0.12304262 0.06386821 0.04876175 -0.0037694024 -0.28923067 -0.21153826 0.019002104 -0.26377526 0.1805314 0.036986183 0.004275658 -0.38480818 0.20359236 -0.040724028 -0.3497569 0.16691679 0.06437001 0.17151399 -0.28003556 0.022382623 -0.08298796 0.33602318 0.108769804 0.03866738 0.3317931 -0.02414366 0.098616116 -0.089078404 -0.0012709198 -0.31000218 -0.15814157 -0.18415967 0.33440715 0.099138 0.16867565 0.053823434 0.16202004 -0.015922856 -0.13183649 -0.17561333 -0.03217951 -0.15462084 -0.14598438 0.102718055 -0.17033492 -0.10557623 -0.08530429 -0.093601875 -0.29433244 -0.33531725 0.08753948 -0.13248092 0.052598916 -0.10850584 -0.028334267 0.10496154 -0.15978377 0.16786247 -0.31119144 -0.084619306 -0.06949213 0.10789344 0.047060326 0.11173116 0.017238677 0.02258779 0.16799802 -0.10349691 0.17213623 0.15044144 -0.23463821 -0.11633984 0.051231343 -0.15898284 0.1948094 0.053743355 -0.08490826 0.13614978 -0.3007131 0.14022648 0.18201838 -0.1016795 0.4482855 0.30600566 0.17419572 0.04725086 0.11750405 0.15090837 -0.03226406 0.40204483 0.061553963 0.065500624 0.15341267 -0.059292138 0.44291833 0.0635204 0.02739176 0.13015093 -0.05354303 -0.439536 0.38851076 -0.040967334 0.08682429 0.023214977 -0.0313919 0.016423428 0.004346699 -0.2575936 -0.08336295 -0.33777875 -0.21914524	PREAMBLE
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	NONE
-0.1207841 0.039070953 -0.15620048 0.13332091 0.20834696 0.06815933 0.04752517 -0.073919885 0.27068672 0.26440406 -0.16130209 -0.14697823 0.13154553 -0.08450295 -0.11565999 0.15039837 -0.1121512 0.08207207 -0.073733024 0.16839646 0.15277381 0.19905262 -0.09420427 -0.04329568 -0.068183675 0.017457912 0.19978073 0.12352082 -0.06948662 0.20546487 -0.02585518 0.053095892 -0.18351834 -0.12925147 -0.16049339 0.008104787 0.041636117 -0.070582226 0.06608088 -0.024265332 0.10244341 -0.031477205 0.33743882 -0.18031065 -0.1632549 -0.21072237 -0.09422335 -0.10259674 -0.014230544 0.059420835 0.04920731 -0.010206403 -0.012994065 -0.05075168 -0.15692917 -0.17143479 -0.008552226 0.03596973 0.085979246 0.015818063 -0.12800352 0.048854727 -0.14696892 -0.24746108 0.18176383 -0.12585258 -0.21182838 0.009377107 0.15986057 -0.09596943 -0.15123999 0.09318622 -0.10561973 0.133347 -0.15341672 0.010375693 0.08668657 0.09251513 -0.50303006 -0.14033657 -0.04348679 -0.052212626 0.29831198 0.1754501 -0.016395418 0.018132009 0.09763648 -0.075767614 0.090603195 0.048299327 -0.2257162 -0.12591028 -0.20214343 -0.17178507 0.0146057 -0.00428383 0.02992906 -0.033134576 -0.10655382 -0.16502361 0.049845386 0.059547383 0.21636297 -0.3321353 0.07586631 -0.21374094 0.11869265 -0.21311417 0.132931 -0.0041293073 0.26931775 -0.2044588 0.012911196 0.10089779 0.21790639 0.10444031 0.011185011 0.15479155 -0.31134924 0.049148984 0.024969382 0.061897274 -0.102069095 0.07850728 0.09444095 -0.049226392 -0.12169111 0.01389362 0.09542296 0.11603796 -0.025080344 -0.060825843 -0.0772991 0.19950326 -0.08560423 -0.08129991 -0.15623719 -0.028023245 -0.19528703 -0.11009369 -0.22264004 0.18803234 0.023073437 -0.017064787 0.038492735 0.008135396 -0.00058911974 0.23791721 -0.008511098 -0.032691684 0.020700661 0.13383868 -0.1608373 0.100247756 -0.056654397 0.22066948 -0.07342752 0.07567525 0.27265143 -0.12353663 -0.19613212 -0.3121537 0.15643716 0.1209344 -0.00706207 -0.097585365 0.058601048 0.01688183 -0.17932743 -0.0588353 -0.011800646 0.119839564 0.064484455 0.00831624 -0.009757282 0.09580815 0.16046076 -0.12412384 0.31041253 -0.11577807 0.3920038 0.1163531 0.0646868 0.28937092 0.1490333 0.05018232 0.09013744 0.026020171 -0.17293079 0.047931712 -0.02978356 -0.09957176 0.16832432 0.08125982 -0.04007846 -0.12517601 -0.119101174 -0.043240637 0.019243978 -0.024371326	PREAMBLE
0.011831631 0.0075767348 0.004193722 0.013218171 -0.025496235 0.015930677 -0.0022194476 0.051912624 -0.007725609 0.013246449 0.008453722 -0.003070491 0.0044728154 0.016786285 -0.0046397196 0.004710949 0.023839943 -0.005252509 0.003117735 -0.022943566 -0.029227724 -0.0027714095 0.018426336 0.009388216 -2.37477e-05 -0.003475521 -0.03318306 -0.0040147095 -0.0027702034 -0.02681086 -0.0005255537 -0.00047272595 0.025003593 -0.009548564 0.017987004 0.006936185 0.00393599 -0.0104276845 -0.02233094 0.0064848526 -0.0005595273 -0.008043685 -0.020399772 -0.0118004475 0.017138937 0.014333584 -0.00081166247 0.014572316 0.000714527 -0.005115383 0.0126532605 0.011900024 -0.0047540646 -0.0049062367 0.009975718 0.0063385027 0.0069740405 0.008615308 0.041992754 -0.011735327 -0.00431571 -0.021267803 0.0017794826 0.008181445 -0.0032654793 -0.01408059 0.03849672 0.01930934 -0.023125991 0.020238096 -0.0052227713 0.0012571975 -0.012933289 0.011961565 0.034139607 -0.0022078052 0.015310984 0.011247152 -0.01056576 -0.00822802 0.015736055 0.00043026972 0.0141509995 0.006715104 -0.00574563 0.021347955 -0.008307137 -0.019839745 -0.003953409 -0.0022917592 -0.0025217684 -0.0029203945 -0.0218894 -0.011641459 -0.005605118 -0.028185409 0.0034984234 0.021406624 0.004608773 0.0116762975 0.007203923 -0.028264116 0.008100746 0.01878398 0.020376079 0.020000905 -0.007539903 0.025870048 0.0001705158 -0.03561365 -0.03624058 -0.01885035 0.0065428587 -0.0009696753 -0.0061875954 0.012111464 -0.0008068124 -0.018956093 -0.0236427 -0.015601145 0.013643644 -0.013423995 -0.0043953853 0.0073950198 -0.024991771 -0.017700087 -0.02367622 -0.00068581355 -0.008311609 -0.015468642 0.032809507 -0.031659983 0.020355614 0.009032032 -0.017487578 -0.018717093 -0.0006983138 0.0070247236 -0.0040197587 0.002175562 0.00546846 0.0067444136 -0.011392649 0.015695298 0.019119516 0.012788333 0.023815291 -0.021454949 0.0032455307 0.00961964 -0.009134342 0.015708307 0.0068671633 0.00049241615 -0.012036919 -0.0012446566 0.007945526 0.005018214 -0.0019090928 0.013766221 0.0003532791 0.012504057 -0.011244921 0.004041878 -0.027278107 -0.025437472 -0.014977263 0.028965456 -0.012658403 0.0055562267 0.015467503 0.00042521924 0.010038485 0.0010996036 -0.0022898945 -0.00040305077 0.0009926826 0.009974664 0.013882772 -0.003931081 0.020495413 -0.002060935 0.006625452 0.009047408 0.0041762064 0.019319288 -0.0032996975 0.006743622 -0.016225915 -0.028010383 0.0061365264 -0.02520592 0.023744434 0.017647387 0.0006635825 0.0032460163 -0.021013254 0.032869443 -0.023581924 0.0025478262	PREAMBLE
-0.017105326 0.035221063 -0.021770213 0.06800783 -0.059838813 0.046708077 0.06583713 0.09797497 0.106847964 0.01898407 0.0674317 0.047409397 -0.04263126 -0.008833075 -0.033230927 -0.021479443 0.053946353 0.009987852 0.039919402 0.017529426 -0.02994737 -0.00033764978 -0.04861947 0.024534022 -0.011937786 0.018879484 -0.025168333 0.06965272 -0.047691524 -0.05533907 0.056581736 0.017240804 0.028137423 -0.035864748 0.046451457 -0.0059116157 0.02937518 -0.06511484 -0.0067977956 -0.07185854 0.052006155 0.037387054 -0.058067955 0.027064111 -0.06903963 0.07770638 0.032765247 -0.022918742 -0.0055436674 -0.0014606531 0.028418284 0.04459981 -0.049432315 0.039886884 0.016945485 -0.11856573 0.016197665 0.06008704 0.025796868 -0.023645442 -0.062286448 -0.026856644 -0.017136585 0.031764723 -0.043551236 -0.08825942 0.026067916 0.059640314 -0.048029687 0.02056437 0.03778821 -0.0017480643 0.05909536 0.0044166395 0.06712754 -0.030817501 0.010812335 0.038111925 0.101658784 0.08627096 0.017635949 0.07966096 0.067845985 -0.021495428 0.00945016 -0.00399739 -0.0050827283 0.017132202 0.007807247 -0.019765379 -0.040302113 -0.0058071646 0.039585777 0.031783402 0.018697092 -0.060646847 -0.0046930886 0.094969206 -0.025246669 0.00092081155 -0.05352194 -0.04702669 -0.046566777 0.05205239 0.055553492 0.121494606 -0.04358022 0.047694705 -0.06249447 -0.089018844 -0.020212274 -0.012575331 0.01885153 0.093774736 0.08926621 -0.014168341 0.060254894 -0.034432597 0.01890497 -0.0006353613 0.06350304 -0.0076391394 -0.011459912 -0.043485116 -0.06914236 0.051083617 -0.059964985 -0.054798167 0.010374576 -0.008476075 0.06368801 0.0153798 0.051591992 -0.002210205 0.049329698 -0.074936345 -0.020544235 0.02992685 0.034476276 0.02789573 0.016092658 0.016984519 -0.014792918 0.085540704 -0.0072418205 -0.06615708 0.07477775 -0.03597106 0.01697477 0.030025914 -0.09164269 0.013224385 -0.034485497 -0.037719235 -0.060553115 -0.028280696 -0.025643786 0.07572303 0.039301958 0.023250181 0.042068325 0.02935939 0.08682348 0.05165159 0.01684584 0.021664862 0.018855333 0.013587243 -0.08350348 0.029634349 0.016674284 -0.08725287 0.026896825 0.0065046744 -0.03457435 -0.046682414 -0.008419858 -0.037608095 0.082598165 -0.052233215 0.068839535 -0.015900725 0.08901351 0.07147813 0.06707651 -0.010254334 0.04483896 0.033181313 -0.04741144 -0.053152096 0.035702363 0.0016084509 0.07398034 -0.0019733957 0.09376891 0.03408567 0.001620247 0.06231896 0.016428482 -0.013837086	PREAMBLE
-0.1207841 0.039070953 -0.15620048 0.13332091 0.20834696 0.06815933 0.04752517 -0.073919885 0.27068672 0.26440406 -0.16130209 -0.14697823 0.13154553 -0.08450295 -0.11565999 0.15039837 -0.1121512 0.08207207 -0.073733024 0.16839646 0.15277381 0.19905262 -0.09420427 -0.04329568 -0.068183675 0.017457912 0.19978073 0.12352082 -0.06948662 0.20546487 -0.02585518 0.053095892 -0.18351834 -0.12925147 -0.16049339 0.008104787 0.041636117 -0.070582226 0.06608088 -0.024265332 0.10244341 -0.031477205 0.33743882 -0.18031065 -0.1632549 -0.21072237 -0.09422335 -0.10259674 -0.014230544 0.059420835 0.04920731 -0.010206403 -0.012994065 -0.05075168 -0.15692917 -0.17143479 -0.008552226 0.03596973 0.085979246 0.015818063 -0.12800352 0.048854727 -0.14696892 -0.24746108 0.18176383 -0.12585258 -0.21182838 0.009377107 0.15986057 -0.09596943 -0.15123999 0.09318622 -0.10561973 0.133347 -0.15341672 0.010375693 0.08668657 0.09251513 -0.50303006 -0.14033657 -0.04348679 -0.052212626 0.29831198 0.1754501 -0.016395418 0.018132009 0.09763648 -0.075767614 0.090603195 0.048299327 -0.2257162 -0.12591028 -0.20214343 -0.17178507 0.0146057 -0.00428383 0.02992906 -0.033134576 -0.10655382 -0.16502361 0.049845386 0.059547383 0.21636297 -0.3321353 0.07586631 -0.21374094 0.11869265 -0.21311417 0.132931 -0.0041293073 0.26931775 -0.2044588 0.012911196 0.10089779 0.21790639 0.10444031 0.011185011 0.15479155 -0.31134924 0.049148984 0.024969382 0.061897274 -0.102069095 0.07850728 0.09444095 -0.049226392 -0.12169111 0.01389362 0.09542296 0.11603796 -0.025080344 -0.060825843 -0.0772991 0.19950326 -0.08560423 -0.08129991 -0.15623719 -0.028023245 -0.19528703 -0.11009369 -0.22264004 0.18803234 0.023073437 -0.017064787 0.038492735 0.008135396 -0.00058911974 0.23791721 -0.008511098 -0.032691684 0.020700661 0.13383868 -0.1608373 0.100247756 -0.056654397 0.22066948 -0.07342752 0.07567525 0.27265143 -0.12353663 -0.19613212 -0.3121537 0.15643716 0.1209344 -0.00706207 -0.097585365 0.058601048 0.01688183 -0.17932743 -0.0588353 -0.011800646 0.119839564 0.064484455 0.00831624 -0.009757282 0.09580815 0.16046076 -0.12412384 0.31041253 -0.11577807 0.3920038 0.1163531 0.0646868 0.28937092 0.1490333 0.05018232 0.09013744 0.026020171 -0.17293079 0.047931712 -0.02978356 -0.09957176 0.16832432 0.08125982 -0.04007846 -0.12517601 -0.119101174 -0.043240637 0.019243978 -0.024371326	PREAMBLE
-0.1207841 0.039070953 -0.15620048 0.13332091 0.20834696 0.06815933 0.04752517 -0.073919885 0.27068672 0.26440406 -0.16130209 -0.14697823 0.13154553 -0.08450295 -0.11565999 0.15039837 -0.1121512 0.08207207 -0.073733024 0.16839646 0.15277381 0.19905262 -0.09420427 -0.04329568 -0.068183675 0.017457912 0.19978073 0.12352082 -0.06948662 0.20546487 -0.02585518 0.053095892 -0.18351834 -0.12925147 -0.16049339 0.008104787 0.041636117 -0.070582226 0.06608088 -0.024265332 0.10244341 -0.031477205 0.33743882 -0.18031065 -0.1632549 -0.21072237 -0.09422335 -0.10259674 -0.014230544 0.059420835 0.04920731 -0.010206403 -0.012994065 -0.05075168 -0.15692917 -0.17143479 -0.008552226 0.03596973 0.085979246 0.015818063 -0.12800352 0.048854727 -0.14696892 -0.24746108 0.18176383 -0.12585258 -0.21182838 0.009377107 0.15986057 -0.09596943 -0.15123999 0.09318622 -0.10561973 0.133347 -0.15341672 0.010375693 0.08668657 0.09251513 -0.50303006 -0.14033657 -0.04348679 -0.052212626 0.29831198 0.1754501 -0.016395418 0.018132009 0.09763648 -0.075767614 0.090603195 0.048299327 -0.2257162 -0.12591028 -0.20214343 -0.17178507 0.0146057 -0.00428383 0.02992906 -0.033134576 -0.10655382 -0.16502361 0.049845386 0.059547383 0.21636297 -0.3321353 0.07586631 -0.21374094 0.11869265 -0.21311417 0.132931 -0.0041293073 0.26931775 -0.2044588 0.012911196 0.10089779 0.21790639 0.10444031 0.011185011 0.15479155 -0.31134924 0.049148984 0.024969382 0.061897274 -0.102069095 0.07850728 0.09444095 -0.049226392 -0.12169111 0.01389362 0.09542296 0.11603796 -0.025080344 -0.060825843 -0.0772991 0.19950326 -0.08560423 -0.08129991 -0.15623719 -0.028023245 -0.19528703 -0.11009369 -0.22264004 0.18803234 0.023073437 -0.017064787 0.038492735 0.008135396 -0.00058911974 0.23791721 -0.008511098 -0.032691684 0.020700661 0.13383868 -0.1608373 0.100247756 -0.056654397 0.22066948 -0.07342752 0.07567525 0.27265143 -0.12353663 -0.19613212 -0.3121537 0.15643716 0.1209344 -0.00706207 -0.097585365 0.058601048 0.01688183 -0.17932743 -0.0588353 -0.011800646 0.119839564 0.064484455 0.00831624 -0.009757282 0.09580815 0.16046076 -0.12412384 0.31041253 -0.11577807 0.3920038 0.1163531 0.0646868 0.28937092 0.1490333 0.05018232 0.09013744 0.026020171 -0.17293079 0.047931712 -0.02978356 -0.09957176 0.16832432 0.08125982 -0.04007846 -0.12517601 -0.119101174 -0.043240637 0.019243978 -0.024371326	PREAMBLE
0.014947288 -0.020437649 -0.00091375294 0.028770005 -0.012927196 0.017957406 0.021000039 -0.018195642 0.030794496 0.0363596 0.017152054 0.008894411 0.0030732697 -0.012004795 -0.00835807 0.009009256 -0.010156975 -0.012852604 -0.0028457474 0.004913088 0.035126645 -0.009957865 -0.0083308555 -0.025708605 -0.010983752 -0.017140169 0.008656828 0.0383528 -0.0088425465 -0.015805073 0.02365206 0.046857253 -0.007510816 -0.037755325 0.002407927 -0.03681843 0.013499378 0.0068799015 0.017041497 -0.022125326 0.0036658228 0.03305653 0.01221418 -0.009435859 0.029081294 0.026888058 0.023494244 0.00832258 0.019313946 -0.016796298 0.032213554 0.0044964054 0.026259007 -0.012473339 0.014071542 -0.024746042 0.010627326 0.06459147 0.010574317 0.006799518 -0.009630187 -0.009176725 -0.017042583 -0.013714521 -0.010928487 -0.03256691 -0.024456263 -0.00032599553 0.013279276 -0.028687036 0.025619937 0.02409399 -0.0039037692 0.022378834 0.06493331 -0.029773792 0.024117906 -0.0016682912 0.040165417 -0.0019717328 0.003975046 0.019053914 0.017905204 0.03675166 -0.00908757 -0.018970555 -0.010844871 0.002153973 0.0518491 0.012560873 0.010246235 -0.0021654898 -0.04538119 0.0031283563 0.015311832 0.024321415 -0.005782741 0.0052601905 0.027252093 -0.008669478 -0.043064725 -0.033644557 0.00060271943 0.018663708 0.02530963 0.0068556378 0.008056742 0.011065188 -0.010909388 -0.042332876 0.00034444226 -0.029112304 0.009528939 0.01004766 0.03625742 -0.017481178 0.0025337453 0.021660961 -0.0167074 -0.019504096 -0.0005398183 -0.018972334 -0.039633434 -0.0477624 0.0085235275 -0.010870685 -0.03084055 -0.028496893 0.020575704 0.02109495 0.014728445 -0.010311097 0.029666102 0.0039455732 0.022850152 -0.012351452 -0.013646237 0.018780278 0.019904774 -0.0031284746 -0.011948432 -0.028194483 -0.0142842885 -0.0020150815 0.010314534 -0.0122461105 0.016618231 7.7773635e-05 0.0061722207 -0.0009654772 -0.0008715849 -0.0008424081 0.006963054 -0.03180701 -0.0146973375 -0.023432488 0.02180085 -0.010458078 -0.008437479 0.011543801 0.008681639 0.019464795 -0.01688039 0.031315293 0.017063929 0.021915322 -0.0147634875 -0.020473147 -0.004316545 0.004087808 0.011598137 0.008088315 -0.009551759 0.0014140222 -0.013621939 -0.028930023 -0.016451376 -0.013204231 0.057553947 -0.020922387 0.035412382 0.010525222 0.0037620473 -0.011082074 -0.0047675665 0.011564853 0.020801777 0.03467808 0.0065453174 -0.028317211 -0.002184229 -0.019652557 0.049048584 0.006469743 0.032312844 0.013375704 0.0063622044 -0.017933995 -0.0068790037 0.019934345	PREAMBLE
