-0.66912675 0.16653898 0.26717034 -0.24404356 -0.06433102 0.48937505 0.27096173 0.14742988 -0.21821268 0.22317812 -0.1900593 -0.09127018 0.3649904 0.0076165227 0.06444998 -0.40066916 -0.15986308 0.36526227 0.24600181 -0.7035927 0.019124422 -0.09463851 0.5112891 -0.043184407 0.41090053 0.24758728 -0.7465444 -0.119899616 0.08702273 0.085002944 -0.09508872 -0.21943831 -0.12235107 -0.2351446 -0.14638385 0.35313144 0.10115547 -0.31654397 0.31512263 -0.25208887 0.4216454 -0.013717695 0.6303969 0.082508065 -0.03362737 -0.24652903 -0.5349689 0.055720005 -0.27061817 -0.07276725 0.35431162 0.69877714 -0.63760793 -0.4193776 0.72545815 0.13027357 0.10981228 -0.265402 -0.04018878 -0.58861005 0.18877904 0.1671624 0.5315463 0.75824577 0.2015781 0.22447109 -0.85996014 -0.32973722 0.35340503 0.21005265 -0.5250085 -0.022921108 0.06363137 0.36570624 -0.42551288 -0.24500579 0.34720418 0.10280835 0.14082855 -0.09067074 -0.057991456 0.6787308 0.057543263 -0.21962266 -0.20882627 -0.30119812 -0.22534618 0.60521793 0.08666698 -0.15062046 0.6547303 0.059680887 0.89786273 -0.2178809 0.5482459 -0.16929977 0.11159482 0.25901464 0.087705374 0.3408163 0.18838476 0.5863681 0.5363369 -0.29217672 0.095845 0.6060688 -0.8197393 -0.23212811 -0.21208519 0.061139606 0.0022475063 0.24047454 -0.22884358 -0.18349823 -0.77808774 -0.31653935 -0.4283359 -0.1315599 0.14537914 -0.33978528 -0.11031393 0.5323529 0.1945517 -0.06718465 -0.467677 -0.30739218 0.25295693 -0.15578637 -0.31856212 -0.13173719 0.20362762 0.095721096 0.15290244 -0.7156973 -0.17439286 0.49610963 -0.64637154 -0.18541682 0.10017278 0.14327976 -0.7129133 0.4043223 -0.57374096 0.20170225 0.3825294 -0.014066365 0.11348962 -0.80619824 -0.069871575 0.7284134 -0.7197525 -0.76629716 -0.63884157 0.25702468 -0.15018463 0.49081102 -0.66242534 -0.22468303 0.48093662 0.085455485 -0.8034702 -0.26705462 0.7836309 0.11325468 0.43484333 0.13905954 -0.3103489 -0.18872409 -0.3867047 0.27793676 0.29397127 0.72022593 0.6606337 -0.29248396 -0.5151153 0.3448003 0.2186622 -0.098483026 0.5022246 -0.75247663 0.6817758 -0.33869085 0.67435247 0.06765196 -0.4236175 -0.046605766 -1.0714598 -0.52589464 -0.4443059 -0.027289394 0.2730452 0.07497569 0.21240227 -0.08756088 0.5960537 0.30382866 -0.1368018 0.8938461 -0.75743294 -0.564853	PREAMBLE
0.033570573 0.06772265 -0.15430608 0.03237466 0.15327509 -0.013911832 -0.2558373 -0.07677631 0.27434754 0.24927297 -0.15333766 0.14926781 -0.07285669 -0.007180077 -0.16309725 0.063048154 0.08591786 0.038080353 -0.13024078 0.19200577 0.069405116 0.06362447 -0.07100162 -0.16190667 -0.029259006 -0.15730423 0.24053901 -0.08212227 0.10192437 0.19800685 0.18809785 0.06802843 -0.19003585 -0.24359761 -0.1492538 -0.1369423 -0.0004873082 0.13883492 -0.0043405844 -0.008269062 -0.027699921 0.031566985 0.03584581 0.16821176 0.052017786 -0.019342983 0.10602602 0.20619102 0.14473112 0.25585017 -0.19941068 0.21645913 -0.01624224 0.09488685 -0.1387767 -0.31409964 -0.07231687 -0.089642495 -0.08472039 -0.009298245 -0.011146389 0.13483587 0.11589669 0.11115542 0.067136414 0.034058485 0.06914042 0.053669285 -0.10448253 0.04756656 0.20326619 -0.115984455 -0.02278401 -0.13879949 -0.11637499 0.16482012 0.13625811 0.10280629 0.1114111 -0.030522794 -0.026863886 0.07630995 0.268275 -0.24008568 0.046799008 -0.0848215 -0.0969313 0.061764326 -0.009126516 -0.073435135 0.09607073 -0.057259046 0.30543384 -0.104806215 0.023980493 -0.25952998 -0.057817474 0.11684217 0.007717439 -0.1257371 -0.127128 0.090076126 0.18154094 -0.14031254 -6.2482635e-05 0.23318987 -0.12287403 -0.09909656 -0.009690905 -0.00057382864 0.12205084 -0.0036397567 -0.41112238 0.03752119 0.024929695 -0.08516814 -0.1358184 -0.055289563 -0.05240515 -0.13838293 -0.17209439 0.13994223 0.042147893 0.08691742 -0.17461692 0.06736295 -0.00511284 -0.13095874 -0.27456203 0.019188743 0.14233454 0.056898445 -0.11476139 -0.059975624 0.13674462 -0.057620596 -0.11249368 -0.07660114 -0.008635234 0.046858326 -0.2182172 0.1903044 -0.02549205 0.076794624 0.20006165 -0.19765563 0.2691117 -0.053304613 -0.019704653 0.10989803 -0.27549633 -0.032806303 -0.141457 -0.17176095 -0.35380724 0.10351384 -0.1816078 -0.033165276 0.32896847 0.04690204 -0.24746644 0.17496866 0.36384422 0.17440501 -0.18509871 -0.036465153 -0.13299336 0.05066581 -0.20681094 -0.161638 -0.05162336 -0.05202704 0.1512684 0.12686047 0.01134711 0.12809734 0.10984676 0.02669203 0.29181877 -0.12358625 0.15682656 0.019773236 0.2036223 0.37968367 0.4982965 -0.02914027 -0.066497125 -0.060358066 -0.4282351 0.20311649 0.15121259 -0.03459433 0.013007325 -0.025821827 0.050141897 -0.045507494 -0.09859131 0.083350375 0.022617904 -0.16337179	PREAMBLE
0.13215598 0.35030264 -0.10640872 -0.0041688485 0.30680826 -0.08692801 -0.06587833 -0.16709808 0.052453768 -0.0075792936 -0.21025819 -0.023778355 0.023425978 -0.09826875 -0.25682482 0.26275903 -0.0074101845 0.09001614 -0.07357042 0.24277231 0.03121625 0.1950178 -0.027671449 -0.2794667 0.122249216 -0.09268441 0.34976336 0.08672404 -0.07066873 0.5158816 0.102326564 -0.36359787 -0.042856377 -0.119875014 -0.19714719 -0.17169854 -0.0124976365 -0.04085614 0.1842041 0.15006833 -0.020547353 0.04284326 -0.17854175 0.29627815 -0.096861266 -0.05080638 0.10146782 0.33010882 -0.082616016 0.15890992 -0.37389746 -0.22050595 -0.20516494 0.034032516 0.012404507 0.003416836 0.04148499 0.052759778 -0.2848798 0.15703277 0.23909688 0.35463667 0.0249707 0.07833621 0.02371343 0.19209747 -0.122305065 0.067453876 -0.040741008 -0.05178721 -0.20086479 -0.13711333 -0.20758586 -0.087006405 -0.19355232 0.05609189 0.21504764 0.10719498 0.25528222 -0.11802485 0.0015018393 0.022029754 -0.0026747717 -0.05830107 0.11728932 -0.29141918 -0.15691559 0.092089936 0.06562087 -0.113590516 -0.15444961 0.0046502077 0.042012 -0.33954957 -0.01462166 0.18434767 -0.274013 -0.13479665 -0.10103774 0.20867246 0.06639597 0.29257157 0.0020721585 -0.73471 -0.12674563 -0.11121091 0.26409438 0.013240088 -0.2643548 0.0369347 0.18288134 0.14734282 -0.15961109 0.116811395 -0.19219887 -0.024536425 -0.24456184 -0.19607738 0.030007124 -0.09240654 -0.09343443 0.22494316 -0.09652419 0.10561847 -0.036987305 0.12019773 -0.010308366 -0.09199249 -0.13914928 -0.017683962 -0.09908061 -0.037365727 -0.11044366 0.06637576 -0.14443994 -0.0575546 -0.06672801 -0.1026169 -0.34159458 0.22539482 -0.03147949 0.02532229 0.04296423 -0.113093995 0.2777541 -0.03283666 0.4407878 -0.13122475 0.10564475 -0.019171648 -0.017134136 -0.44553164 0.03554218 0.0048562083 0.00075030496 -0.018695982 0.12003768 0.23453093 0.36952356 -0.13551317 -0.15616454 0.028248163 0.24517621 0.33109826 -0.19260223 -0.29510128 -0.00087625085 -0.18557924 -0.104499005 0.00038273394 -0.054405417 0.26940244 0.18349236 0.20197771 0.1847992 0.38964912 -0.029244043 -0.07257041 0.35891208 -0.18625893 0.16102158 -0.05255941 0.30817893 0.5122668 0.19579978 -0.093572296 0.12593731 0.07295696 -0.16677853 0.2901912 -0.22000043 0.23886883 -0.013238446 0.06287613 0.25991106 0.015309418 -0.41230017 0.2858806 -0.43659332 -0.2998342	NONE
0.14742997 0.10178134 -0.23755051 0.056980062 0.349715 0.02833505 -0.3616141 -0.3407273 0.2613271 0.25076872 -0.1346101 -0.1170623 -0.21475352 0.059961285 -0.429215 0.29884166 0.029836085 -0.08373985 0.17821115 0.26683488 -0.053571492 -0.17302224 -0.0178158 -0.20754176 -0.14542526 -0.008517263 0.55130017 -0.02419735 0.23309511 0.38574633 0.3961379 -0.28784856 -0.46995184 -0.059098 -0.18792763 -0.39762348 -0.04880691 0.3517473 -0.222951 -0.05897847 -0.13889974 0.21585456 -0.19364752 0.2904609 -0.2535162 -0.25631705 0.09421108 0.21162134 0.11074385 0.15398043 -0.7538282 0.011548687 -0.057667516 0.21480647 -0.33438012 -0.24369045 0.08415943 0.18548548 -0.2216437 0.15388565 0.29891175 0.0030362674 0.22612387 0.39334214 -0.02067718 0.31204045 -0.14592448 -0.064988 -0.14725076 -0.23303364 0.26093295 -0.1809223 0.35519683 -0.16924334 -0.22365184 0.054856267 0.33167005 0.1260849 0.34233144 -0.05783064 0.13448296 0.11049877 0.09870399 -0.014221624 -0.03226013 -0.31218928 -0.048781957 0.34945613 -0.13343135 -0.06317936 0.0649884 0.020173317 0.19468516 -0.30777514 0.005886823 -0.24148071 -0.015473444 -0.14661828 -0.17040357 0.10775293 0.27578914 0.29692805 -0.02229796 -0.3617416 -0.15640001 -0.12652497 0.07605452 0.2292577 -0.13756418 0.16606584 0.15715846 0.1519072 -0.40052325 0.14768752 0.023398038 -0.16655713 -0.36661473 -0.017413873 0.0032889575 -0.10793695 -0.088706195 0.054405853 -0.090377346 0.24233095 -0.113844 0.36677963 -0.16448246 -0.22259486 -0.040061057 0.06559267 0.058786284 0.073222525 -0.29704043 0.13329293 -0.122101136 -0.07940114 -0.122545436 -0.10056611 -0.3300263 0.06861673 -0.18972269 0.005756357 -0.021315733 0.029352881 0.3204665 0.009284406 0.55298775 -0.0005550031 -0.05019184 -0.017075343 -0.07721297 -0.15616867 0.20402707 -0.16509615 -0.031908862 0.044651933 -0.18452014 0.30787906 0.31555673 0.1126471 -0.18383016 0.1739514 0.26507032 0.41445822 -0.16668338 -0.29892322 -0.08899717 0.040592313 -0.38055202 0.09123335 0.139867 0.17763634 0.17326671 -0.0031833032 0.105277225 0.33780533 0.21196914 -0.023867087 0.40817615 -0.2560326 0.16501664 0.1274223 0.4109018 0.71980494 0.3858588 -0.12997393 -0.24409035 0.022691755 -0.26533276 0.17388193 0.068395026 -0.11137222 0.14837062 0.33200672 0.24278179 -0.017557945 -0.2599449 0.08728638 -0.18677907 -0.18099461	NONE
-0.03494821 0.4879798 0.112850405 -0.34785032 0.1668169 0.10180988 0.50256693 0.17046946 0.067267604 -0.6104631 -0.029000117 -0.3805261 -0.30194175 -0.4821789 0.18279089 0.32875896 -0.20898722 0.48653322 0.15392469 0.23507681 -0.4767479 -0.11182167 -0.34385887 -0.36223224 0.5440706 -0.21145101 -0.13328274 0.24580829 -0.099862285 -0.014886859 0.08873016 -0.34253848 -0.13911687 -0.06621941 0.2802193 0.4515429 0.38177308 -0.38091907 -0.07924672 0.008033383 0.3499487 -0.15602854 -0.9893676 0.6949714 -0.41226706 0.16861361 0.054729283 -0.023571959 0.12411866 0.59795874 -0.4781904 0.61050195 -0.45591217 0.9429887 0.0005686328 0.75238323 -0.043821152 0.60268104 -0.15901858 0.1845118 0.6125195 0.30208457 0.1870114 0.43654856 0.27419394 0.8907043 -0.10633657 0.53225505 -0.15341072 -0.4674657 -0.005626742 0.020410256 0.17739688 0.4174772 -0.08493935 -0.5599838 -0.046812296 -0.07742419 1.3505076 0.19172877 -0.2728318 0.23151608 0.11640187 -0.28957456 -0.2874543 -0.859286 -0.15334289 0.0545589 0.14605324 -0.14921868 0.15409629 -0.3373544 0.02297938 0.36610305 -0.062428005 0.28699318 -0.30708808 -0.3393287 -0.46533537 -0.17956685 -0.0033365914 0.4697542 -0.36624256 -0.5628827 -0.55661184 0.76668876 0.3301809 0.08249453 -0.31789604 -0.03719211 0.21806757 -0.19027159 -0.49693346 -0.293216 -0.2706034 -0.14838368 -0.29206538 -0.53182536 0.32505617 0.12622856 -0.514455 0.3130702 -0.077359706 0.28553444 -0.37483788 0.66780114 0.13390365 -0.23978046 0.053398903 0.08048286 -0.44524232 -0.81446314 -0.4858911 -0.5024797 0.436344 -0.05247239 -0.24977826 0.19765353 -0.7177125 0.3136878 0.16965754 0.14429437 0.40081373 0.26605415 0.98384804 0.7591314 0.28476104 -0.28941557 0.05000137 0.115690246 -0.046052836 -0.059171606 -0.0927191 -0.06730609 -0.6872835 0.07639009 -0.28910652 0.64435405 0.64632654 0.11360431 -0.820909 0.68420774 0.67360944 0.06811615 -0.5792951 -0.42270812 -0.10277625 -0.8208663 -0.4949901 -0.31555778 0.13271548 -0.23449336 0.3689661 -0.47454086 0.10525378 0.07296958 0.4379323 0.020303804 0.4093514 -0.73761183 0.90806705 -0.38811484 0.61135423 1.3944997 0.8210558 -0.7918852 0.103880994 0.11653649 -0.5065646 0.44431645 -0.48091236 0.4834044 0.13703766 0.022060258 0.57969654 0.24637294 -0.14733629 -0.15066145 -0.24349184 -0.23457794	NONE
-0.055001937 0.16006882 0.07808254 0.08844414 -0.014242709 -0.02535209 -0.14605226 -0.07622028 0.3249638 -0.054053884 0.06663536 -0.15873098 -0.19989923 -0.1926235 -0.13930333 0.15107875 0.053923257 -0.031616323 0.060452886 0.095826596 -0.019517787 -0.031697817 -0.1394767 -0.22880292 0.10381708 -0.32858908 0.3465293 0.09300842 -0.18031093 0.16122855 0.23027155 0.0508869 -0.034079343 0.06700771 0.036387898 -0.06529839 0.23501776 0.07639242 -0.09527338 -0.37941715 0.023784254 0.30498737 -0.23649359 0.39408684 -6.1033597e-06 -0.10572738 0.24405473 0.1385915 -0.013672001 0.17353764 -0.2924266 0.23616843 0.14888553 0.46390983 -0.061484214 -0.143191 -0.03673483 0.06890818 -0.12475543 0.13678287 0.29719743 0.23781163 0.13513723 0.42858168 -0.12398022 -0.0031531765 -0.08442395 0.09934352 0.00899056 -0.16945583 0.18585937 0.036840733 0.16182022 -0.012341873 0.025387263 -0.08924084 0.17495392 -0.03288004 0.3833946 -0.0048551224 -0.25329164 0.28478783 0.0561254 -0.20165522 -0.14609842 -0.32080737 0.062160768 0.047157966 0.07063261 -0.027016595 -0.029048305 0.03275212 0.26371038 -0.0911847 0.05955049 -0.09591365 -0.06251068 -0.012826267 -0.01022897 -0.10864757 -0.13851456 0.16996546 -0.07718062 -0.08806192 -0.036996458 0.46495104 0.14157246 0.124915875 0.01369719 0.015959924 -0.03502546 0.19179101 -0.26882547 0.16420525 0.21631831 -0.1802821 0.015527573 -0.12806857 0.118141234 -0.062592074 -0.07730356 0.068913266 -0.17630719 0.0047873347 -0.17016667 0.22897166 -0.020961465 -0.20090836 0.0026487643 0.017271133 0.07993585 0.07485408 0.08374037 -0.087826505 0.12600139 -0.04061596 -0.042955015 0.10081549 -0.23741303 -0.008018708 -0.042390216 0.010477757 -0.15480411 0.24038169 0.012199529 0.09337702 0.47946042 0.020616299 -0.13156158 -0.16237484 -0.1052127 -0.13107815 -0.06928622 -0.1503573 -0.11595543 -0.22996692 0.032786243 0.1073739 0.31399328 0.15134244 -0.08389134 0.06407573 0.35413983 0.0716888 0.00048023782 0.005910969 -0.028338775 -0.071977675 -0.39868262 -0.06921179 0.2573803 -0.031936318 0.24316935 0.10134568 -0.17544626 0.025979707 0.07347285 0.054721035 0.27942532 -0.23488371 0.34275237 -0.110117644 0.45425487 0.5536779 0.5953143 -0.01228107 -0.076133154 0.33580604 -0.6316889 0.07132196 -0.13505444 -0.08727125 0.27151436 -0.0066768574 0.057964366 -0.08578831 -0.21470648 0.17695765 -0.07191889 -0.14762297	FAC
0.29968005 0.158488 -0.21959889 0.22494373 0.3050283 -0.12790902 -0.40271172 -0.1712552 0.38006756 0.1358048 -0.28524756 0.00774949 -0.10289698 -0.032691624 -0.20226811 -0.0023100914 0.21574932 -0.097916 -0.010316425 0.21856686 0.0825647 0.12704726 -0.13799366 -0.5478963 -0.18363865 -0.3220653 0.46765712 -0.15462309 0.0037651022 0.2523623 0.42378083 0.16335776 -0.10945591 -0.18169647 0.10517447 -0.1869161 0.06338913 0.29832417 -0.12861185 -0.02304156 -0.10245008 0.3192512 -0.18031146 0.13693732 0.35177538 0.019299913 0.16304147 0.38902396 0.093755506 0.15558393 -0.4816464 -0.009587861 0.035410646 0.12441605 -0.24596496 -0.14188308 -0.038256865 -0.20387097 -0.04390264 0.32975298 0.35917646 0.1305559 0.026383178 0.5340886 -0.043203663 0.06511477 -0.18520083 0.09334348 -0.1732351 -0.25309506 0.23699789 -0.27534014 0.013959665 -0.27609774 0.002540215 0.16842291 0.48958197 -0.1122919 0.28439802 0.21163163 -0.06512552 -0.0734449 -0.11791152 -0.07090727 -0.24680051 -0.15962848 0.021139948 0.2006733 -0.09026073 -0.12875818 -0.2901144 0.06800319 0.30537218 -0.14732596 -0.2054076 -0.42719835 -0.029802956 -0.05065523 -0.083713196 -0.19472319 0.32416865 0.14924946 -0.038991485 -0.049750168 0.029770082 0.356893 -0.028480323 0.17076114 -0.047555465 0.101333655 -0.2725642 0.43104264 -0.2679706 0.49471882 0.06821175 0.09615338 -0.044429768 -0.17229232 0.022445168 -0.07692117 0.20304367 0.17404534 -0.11172947 0.18421404 -0.28131476 0.40499362 -0.03699489 -0.054844458 -0.109821394 -0.15129964 0.16389066 0.39741635 0.1862336 0.07117539 0.09528942 0.03735846 -0.30963066 -0.16948166 -0.48908538 -0.025873452 0.118068546 0.038469825 -0.093537204 0.26009545 0.031367913 -0.17492571 0.5800237 -0.361741 -0.07239814 -0.1896142 -0.2032344 -0.19332169 -0.04739828 0.064325266 0.25393042 -0.1153813 -0.14929932 0.23328675 0.09853659 -0.026443932 -0.16199805 -0.04236506 0.2554151 0.083579846 0.0025298025 0.043773834 0.12330913 -0.04721265 -0.2496186 0.15561327 0.11659471 0.07393731 0.105708055 -0.08100252 0.05168712 0.08497197 0.1359053 -0.15501454 0.32529634 -0.003728604 0.25507274 0.04481941 0.3407479 0.45063362 0.5668321 -0.002519491 0.076530516 0.27083862 -0.38305843 -0.32911408 -0.25570786 -0.09510333 0.38549593 0.022101622 -0.013911803 -0.13761377 -0.13538627 -0.029057648 0.17711824 -0.05932243	FAC
0.10495063 -0.119146 -0.18464607 0.09275275 -0.08674572 -0.07373198 -0.3765769 -0.088991515 0.38174006 0.23490295 -0.30044836 0.014218824 -0.25122052 -0.19136047 -0.20213944 0.12436937 0.16516426 0.08728426 -0.0070698606 0.0030063137 0.06118403 -0.27620202 0.09748891 -0.25266862 0.066824 -0.16617861 0.56280077 -0.21753168 -0.3228128 0.15304583 0.23044679 -0.021283561 0.19467492 -0.08648412 -0.13497753 -0.1616796 -0.02202295 0.059849173 -0.029171847 -0.12675779 -0.2713118 0.27346188 -0.031156413 0.17128758 0.11204833 0.051707324 0.17078763 0.24247198 0.15207551 0.36689538 -0.27613524 0.07344705 0.002028825 0.26690653 -0.31932586 -0.21379732 0.021417985 0.13697137 -0.055249102 0.10258082 0.1842112 0.35824385 0.1610543 0.34258878 -0.20793785 0.08627757 0.0177028 0.06992898 -0.08967237 -0.037165143 0.5727066 0.1220559 0.4304236 -0.37920615 -0.065928586 0.04910726 0.36976817 0.1842042 0.30335757 -0.15517294 0.15490632 0.03176171 -0.009117186 0.10315672 -0.036828727 -0.37462878 0.028288646 0.11605601 -0.05536009 -0.3672957 -0.2775697 -0.092997886 0.47155678 -0.20329298 -0.15973902 -0.25289544 0.09084943 0.28101268 0.10009959 -0.14399138 0.14851008 0.370753 -0.14531937 0.102763355 0.027231527 0.4966737 -0.107975736 0.25916004 -0.10997928 -0.15677615 -0.30330732 0.27988803 -0.18769349 0.086545326 0.2192572 -0.23297949 -0.054054048 -0.2887647 0.31253868 0.103725046 0.21817978 0.13464038 -0.08627081 0.23222081 -0.73202556 0.5064729 -0.20758921 -0.24288394 -0.3857275 -0.29484963 0.102408394 0.17960139 0.31809056 -0.11276046 0.043720562 -0.076898165 0.019732239 0.0054345494 -0.26636735 0.1418643 0.13249215 -0.05393352 0.0257795 0.26139563 0.037716873 -0.14951168 0.51385236 0.112254016 -0.13632232 0.2592205 -0.34431505 -0.21717647 -0.09935236 -0.087079935 -0.0061407974 -0.29354075 -0.09659869 0.3948808 0.19229743 -0.10380741 -0.09442438 -0.032573514 0.53755426 0.07040682 0.008902403 -0.047772698 -0.30138066 -0.018001541 -0.38523233 -0.10437442 0.08377607 0.24691935 0.14252695 0.16338407 -0.08027919 -0.11221711 -0.2556462 -0.27163258 0.075034335 -0.039717704 0.031715177 0.16253686 0.2512971 0.65759826 0.6772467 -0.053165045 0.07447246 0.3291099 -0.43897083 -0.27431604 0.04158389 0.0545869 0.42539507 0.2444993 0.107529804 0.06925087 -0.08536062 0.13827932 -0.025716253 -0.09291856	FAC
0.007550713 0.15810886 -0.112375215 0.092492566 0.3249745 -0.20624281 -0.51357406 -0.010849106 0.4467671 0.31012154 0.05291942 0.066528745 -0.22499503 0.16511968 -0.0780043 0.13771117 0.25023168 -0.03665221 0.013278222 0.10554873 -0.012756897 0.012472707 -0.25733158 -0.27891803 -0.091539904 -0.24709833 0.67234296 -0.16160773 -0.24122009 0.30363914 0.36453995 0.09942337 -0.08580735 -0.05399336 -0.30206954 -0.045323078 -0.07209906 0.066838995 0.09549514 -0.06538395 -0.0875898 0.28084835 -0.23786598 0.06545092 0.36558333 -0.050200097 0.37730002 0.30429363 -0.09998624 0.060674652 -0.31503394 0.12791426 0.093752675 0.3893532 -0.19974461 -0.19756432 -0.09716235 -0.20754223 -0.09899982 0.19185692 0.23421854 0.17548679 -0.16921927 0.59612083 -0.20490502 0.006460955 -0.046401314 0.0663553 0.17106082 0.07412841 0.26181895 0.014767468 0.04064877 -0.26697245 -0.021779293 -0.069818355 0.105927154 0.06985613 0.24935706 -0.013193778 -0.0039801816 0.078956865 -0.07174971 -0.09538819 -0.014321973 -0.093483165 0.19035473 0.14515191 -0.34551257 0.16374213 0.059649546 0.13507989 0.18227802 -0.06152341 -0.088289596 -0.07141205 -0.16704479 -0.17158094 0.10784147 -7.893137e-05 0.37115276 0.29954827 -0.3098311 0.03348193 -0.0099808 0.45163816 0.124551564 0.037147153 -0.15451488 -0.080874264 -0.03853903 0.24228036 -0.34012607 0.2686381 0.09849701 -0.12577742 0.064491674 -0.29305017 0.24315485 -0.06057145 0.1255964 0.1861747 -0.17237918 0.20639136 -0.42859325 0.19233546 -0.057260428 -0.104800485 -0.1109166 -0.09404212 0.23211563 0.35774565 0.03285685 -0.104283154 0.38361332 0.11577239 -0.08744915 -0.37017402 -0.15579815 -0.05145248 -0.056780133 -0.0068351687 0.030880015 0.2981 -0.01419533 0.03956653 0.48587984 0.023211528 -0.018738402 0.1395429 -0.21499328 -0.058878966 0.056166653 -0.17303364 0.09014357 -0.051990926 -0.24978717 0.28924757 0.10503004 -0.12229332 -0.13318506 -0.16389593 0.35375893 0.043544028 0.0046384404 -0.0768615 -0.042375796 0.018658448 -0.16423292 0.123840936 0.021611758 0.08156221 0.1720879 -0.03882934 -0.12673657 -0.021561164 0.16898793 0.03174564 0.04217053 -0.07950153 0.090191945 0.123883255 -0.06778427 0.37769446 0.44377816 0.0006304814 0.091500424 0.29812527 -0.4015931 -0.3472744 0.11061222 -0.017440729 0.3820437 0.17494115 0.14855559 0.19573514 -0.30225492 0.12031906 0.008856933 -0.09049349	FAC
0.13890125 0.0070452057 0.030650511 0.040864065 0.45757833 -0.18190928 -0.3867458 -0.4300352 0.5133104 0.269345 -0.14195028 -0.15663224 -0.41751382 -0.118285835 -0.28093743 0.11782497 0.006229599 -0.0074149086 -0.33538735 -0.1337202 -0.23065025 0.05757151 0.005323326 -0.18607472 -0.14102943 -0.26298115 0.5762289 -0.11616892 0.08590057 0.26440233 0.47804728 -0.044308223 0.015242102 -0.12366731 -0.29242826 -0.26393813 -0.27624178 0.2451538 0.21969257 0.13642992 -0.05697312 0.373254 -0.31903088 0.29677066 0.11267758 -0.13091148 0.33020633 0.57049423 -0.07461444 0.22236209 -0.1883461 0.40891314 -0.2021483 0.13729282 -0.7872787 -0.15896039 -0.1679722 0.01918271 -0.20591858 0.27409676 0.31274828 0.58036184 0.008454583 0.6598047 -0.101197965 -0.004775394 -0.36381173 -0.0145053165 0.022390306 -0.18011023 0.51639694 -0.17273805 -0.2072288 -0.3843291 -0.29956645 -0.17006022 0.7006595 0.3223335 0.32449734 -0.33491287 0.110382676 0.1854484 -0.09586905 -0.19749857 -0.16840927 0.07554912 0.114135824 0.22706102 -0.07010044 -0.04619583 0.010840219 0.09093729 0.12551905 -0.42895952 -0.26802695 -0.48412266 -0.5718912 0.02709994 -0.1145138 -0.27233317 -0.12643673 0.43889007 0.0329633 -0.1735391 0.11008607 0.6433022 0.2127491 0.32389656 -0.47866476 0.2151463 0.05816963 -0.040242374 -0.20102112 0.49018437 0.094779365 -0.25527152 0.038582467 -0.43324172 0.3827436 -0.26610464 -0.027558649 0.22737204 -0.025885414 -0.08587803 -0.04398757 0.12454372 -0.19403943 -0.10536634 -0.17052178 -0.5184306 -0.09235728 0.2998271 0.40530756 0.06785308 -0.09979956 -0.36606425 -0.25978717 0.27915674 -0.37988743 0.106608115 -0.53517234 0.16924532 -0.2174311 -0.17304142 0.5260584 0.08971532 0.82690644 -0.06684093 0.0635393 0.10527834 -0.084918566 -0.25732398 0.008632696 -0.32449546 -0.052857716 -0.22536442 0.029841045 0.18948923 0.32713538 0.018257715 0.07686966 0.27175 0.21537416 0.021949256 0.20649964 -0.32799917 0.012456989 -0.44958693 -0.35449427 0.083667256 0.112792745 0.29933745 0.2571893 0.008597409 0.110247426 0.14803478 -0.088416286 0.2129526 0.43509355 0.07838144 -0.21125183 -0.0362533 0.034854107 0.3415168 0.29782146 -0.02712022 -0.03854339 0.45852312 -0.51740587 -0.11246087 0.20099321 -0.003928128 0.42189115 0.17632616 -0.018780004 0.17606676 -0.4221477 -0.06257983 0.05644519 -0.08749536	FAC
